# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.795114994049072266e+00 2.344739675521850586e+00 8.167244791984558105e-01 nan 2.512978076934814453e+00 8.167244791984558105e-01 1.250129342835053725e+00 1.320313848727621142e+00
1.000000000000000000e+03 1.168053388595581055e+00 2.016457915306091309e-01 1.820021718740463257e-01 nan 1.229914501309394836e-01 1.820021718740463257e-01 1.414347985127629714e+00 2.920924214167188171e-01
2.000000000000000000e+03 1.166853189468383789e+00 2.941707335412502289e-02 2.018538266420364380e-01 nan 1.914704218506813049e-02 2.018538266420364380e-01 1.420683069470114690e+00 1.152480751790124491e-01
3.000000000000000000e+03 1.165971636772155762e+00 1.911200210452079773e-02 1.784771233797073364e-01 nan 1.357851363718509674e-02 1.784771233797073364e-01 1.425419340167563442e+00 9.705299678559116405e-02
4.000000000000000000e+03 1.165601968765258789e+00 1.421551406383514404e-02 1.660373508930206299e-01 nan 9.920841082930564880e-03 1.660373508930206299e-01 1.427919095481901213e+00 8.295777798761444499e-02
5.000000000000000000e+03 1.165440082550048828e+00 1.211441401392221451e-02 1.595868617296218872e-01 nan 8.129599504172801971e-03 1.595868617296218872e-01 1.429109828716230046e+00 7.509610779368947053e-02
6.000000000000000000e+03 1.165368437767028809e+00 1.119927689433097839e-02 1.556180566549301147e-01 nan 7.241031154990196228e-03 1.556180566549301147e-01 1.429732398856802922e+00 7.087336382084283293e-02
7.000000000000000000e+03 1.165327429771423340e+00 1.078974921256303787e-02 1.531433761119842529e-01 nan 6.854818668216466904e-03 1.531433761119842529e-01 1.430032736198942001e+00 6.895739341699956559e-02
8.000000000000000000e+03 1.165315747261047363e+00 1.056628115475177765e-02 1.515740007162094116e-01 nan 6.697623990476131439e-03 1.515740007162094116e-01 1.430187536804446546e+00 6.816213793283824873e-02
9.000000000000000000e+03 1.165305256843566895e+00 1.042622607201337814e-02 1.505770683288574219e-01 nan 6.608426570892333984e-03 1.505770683288574219e-01 1.430260789619242967e+00 6.770673609488055134e-02
1.000000000000000000e+04 1.165302991867065430e+00 1.034075394272804260e-02 1.499464958906173706e-01 nan 6.557564251124858856e-03 1.499464958906173706e-01 1.430297788401940995e+00 6.744567794135020167e-02
1.100000000000000000e+04 1.165315866470336914e+00 1.029865816235542297e-02 1.495263129472732544e-01 nan 6.551238242536783218e-03 1.495263129472732544e-01 1.430357257266670290e+00 6.741313728126581417e-02
1.200000000000000000e+04 1.165293931961059570e+00 1.025696936994791031e-02 1.493052393198013306e-01 nan 6.506662815809249878e-03 1.493052393198013306e-01 1.430357753274585253e+00 6.718340277139613070e-02
1.300000000000000000e+04 1.165313720703125000e+00 1.024661678820848465e-02 1.491154730319976807e-01 nan 6.512436084449291229e-03 1.491154730319976807e-01 1.430346845553733370e+00 6.721320036892480809e-02
1.400000000000000000e+04 1.165296316146850586e+00 1.023219898343086243e-02 1.490300148725509644e-01 nan 6.496121175587177277e-03 1.490300148725509644e-01 1.430386289862339178e+00 6.712895461115722662e-02
1.500000000000000000e+04 1.165299296379089355e+00 1.022827904671430588e-02 1.489541381597518921e-01 nan 6.497008726000785828e-03 1.489541381597518921e-01 1.430396890633040208e+00 6.713354201080157235e-02
1.600000000000000000e+04 1.165290236473083496e+00 1.022421009838581085e-02 1.489152908325195312e-01 nan 6.491942796856164932e-03 1.489152908325195312e-01 1.430430001210245772e+00 6.710736403005677919e-02
1.700000000000000000e+04 1.165251016616821289e+00 1.021715905517339706e-02 1.489278227090835571e-01 nan 6.468578241765499115e-03 1.489278227090835571e-01 1.430569245633813935e+00 6.698649188323763104e-02
1.800000000000000000e+04 1.165278315544128418e+00 1.022411417216062546e-02 1.488603502511978149e-01 nan 6.491352338343858719e-03 1.488603502511978149e-01 1.430526020700362944e+00 6.710431257849661102e-02
1.900000000000000000e+04 1.165273427963256836e+00 1.022385805845260620e-02 1.488449722528457642e-01 nan 6.492262240499258041e-03 1.488449722528457642e-01 1.430531611466039132e+00 6.710901580812321521e-02
2.000000000000000000e+04 1.165246963500976562e+00 1.022525411099195480e-02 1.488543152809143066e-01 nan 6.460453849285840988e-03 1.488543152809143066e-01 1.430896205260758558e+00 6.694441352605935702e-02
2.100000000000000000e+04 1.165266275405883789e+00 1.022511348128318787e-02 1.488202065229415894e-01 nan 6.496435031294822693e-03 1.488202065229415894e-01 1.430552499108060038e+00 6.713057724333496012e-02
2.200000000000000000e+04 1.165266036987304688e+00 1.022766437381505966e-02 1.488058567047119141e-01 nan 6.501870229840278625e-03 1.488058567047119141e-01 1.430568979635849614e+00 6.715865574950120875e-02
2.300000000000000000e+04 1.165277719497680664e+00 1.023124996572732925e-02 1.487801671028137207e-01 nan 6.528245285153388977e-03 1.487801671028137207e-01 1.430414048145350225e+00 6.729472989257916093e-02
2.400000000000000000e+04 1.165257096290588379e+00 1.023020688444375992e-02 1.487911641597747803e-01 nan 6.502477917820215225e-03 1.487911641597747803e-01 1.430638282912929160e+00 6.716179135098136743e-02
2.500000000000000000e+04 1.165209293365478516e+00 1.022821385413408279e-02 1.488349586725234985e-01 nan 6.429118104279041290e-03 1.488349586725234985e-01 1.431196585577379610e+00 6.678186608277587866e-02
2.600000000000000000e+04 1.165248394012451172e+00 1.023308373987674713e-02 1.487784236669540405e-01 nan 6.502227857708930969e-03 1.487784236669540405e-01 1.430717348161921754e+00 6.716049987643224473e-02
2.700000000000000000e+04 1.165244460105895996e+00 1.023419573903083801e-02 1.487722992897033691e-01 nan 6.503055803477764130e-03 1.487722992897033691e-01 1.430742300240039677e+00 6.716477515564753253e-02
2.800000000000000000e+04 1.165241122245788574e+00 1.023538503795862198e-02 1.487660557031631470e-01 nan 6.504020653665065765e-03 1.487660557031631470e-01 1.430769284413056175e+00 6.716975950587476818e-02
2.900000000000000000e+04 1.165236473083496094e+00 1.023658551275730133e-02 1.487608850002288818e-01 nan 6.503073032945394516e-03 1.487608850002288818e-01 1.430807773444538578e+00 6.716486523184658775e-02
3.000000000000000000e+04 1.165235400199890137e+00 1.023806538432836533e-02 1.487522870302200317e-01 nan 6.509473081678152084e-03 1.487522870302200317e-01 1.430799194679927888e+00 6.719791001732074165e-02
3.100000000000000000e+04 1.165221691131591797e+00 1.023680064827203751e-02 1.487592756748199463e-01 nan 6.487965118139982224e-03 1.487592756748199463e-01 1.430952126000386793e+00 6.708680229698843478e-02
3.200000000000000000e+04 1.165225863456726074e+00 1.024005562067031860e-02 1.487434804439544678e-01 nan 6.505014374852180481e-03 1.487434804439544678e-01 1.430888138763055428e+00 6.717489207346215296e-02
3.300000000000000000e+04 1.165238738059997559e+00 1.024031545966863632e-02 1.487230807542800903e-01 nan 6.545383483171463013e-03 1.487230807542800903e-01 1.430637873847959485e+00 6.738300897042272253e-02
3.400000000000000000e+04 1.165220379829406738e+00 1.024282071739435196e-02 1.487300097942352295e-01 nan 6.510538980364799500e-03 1.487300097942352295e-01 1.430921664797251136e+00 6.720340964216223179e-02
3.500000000000000000e+04 1.165217876434326172e+00 1.024380233138799667e-02 1.487234532833099365e-01 nan 6.513914093375205994e-03 1.487234532833099365e-01 1.430931878188911321e+00 6.722082952172753201e-02
3.600000000000000000e+04 1.165240049362182617e+00 1.024612225592136383e-02 1.486946791410446167e-01 nan 6.593832280486822128e-03 1.486946791410446167e-01 1.430514825581226335e+00 6.763193215165384797e-02
3.700000000000000000e+04 1.165216445922851562e+00 1.024693809449672699e-02 1.487059146165847778e-01 nan 6.528162863105535507e-03 1.487059146165847778e-01 1.430901901851032942e+00 6.729430608061270913e-02
3.800000000000000000e+04 1.165207624435424805e+00 1.024722028523683548e-02 1.487061232328414917e-01 nan 6.516954395920038223e-03 1.487061232328414917e-01 1.431007916516999323e+00 6.723651114441613064e-02
3.900000000000000000e+04 1.165161848068237305e+00 1.027385145425796509e-02 1.487322747707366943e-01 nan 6.386032793670892715e-03 1.487322747707366943e-01 1.431906371183800708e+00 6.655771576447622184e-02
