# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.776459121704101562e+01 6.118491363525390625e+01 8.163586258888244629e-01 nan 2.084803581237792969e+01 8.163586258888244629e-01 9.869838458248576529e-01 1.016593442838610306e+00
1.000000000000000000e+03 1.787271350622177124e-01 4.740322008728981018e-02 1.253217339515686035e+00 nan 1.010928153991699219e+00 1.253217339515686035e+00 1.323879302725764484e+00 2.238591587791990412e-01
2.000000000000000000e+03 5.592573434114456177e-02 3.398654982447624207e-03 8.422346115112304688e-01 nan 8.732910156250000000e-01 8.422346115112304688e-01 1.349630765070974237e+00 2.080626941649154904e-01
3.000000000000000000e+03 4.429383203387260437e-02 1.458328217267990112e-03 6.580648422241210938e-01 nan 8.310478329658508301e-01 6.580648422241210938e-01 1.353568046693035987e+00 2.029680776213169113e-01
4.000000000000000000e+03 4.176949337124824524e-02 1.081570633687078953e-03 5.751163363456726074e-01 nan 7.977518439292907715e-01 5.751163363456726074e-01 1.354443070557263207e+00 1.988605498458702603e-01
5.000000000000000000e+03 4.109639301896095276e-02 1.193654490634799004e-03 5.301083326339721680e-01 nan 7.743536829948425293e-01 5.301083326339721680e-01 1.355545986572031847e+00 1.959225478150880551e-01
6.000000000000000000e+03 4.083673655986785889e-02 9.641835349611938000e-04 5.007156729698181152e-01 nan 7.762070298194885254e-01 5.007156729698181152e-01 1.354299100362196251e+00 1.961568674383735722e-01
7.000000000000000000e+03 4.085689038038253784e-02 9.128972887992858887e-04 4.790824651718139648e-01 nan 7.655380964279174805e-01 4.790824651718139648e-01 1.354260502635608265e+00 1.948041201566642899e-01
8.000000000000000000e+03 4.088817909359931946e-02 1.004706835374236107e-03 4.608302116394042969e-01 nan 7.501669526100158691e-01 4.608302116394042969e-01 1.353714441859673379e+00 1.928384781728723074e-01
9.000000000000000000e+03 4.099635034799575806e-02 8.236868306994438171e-04 4.443035125732421875e-01 nan 7.198568582534790039e-01 4.443035125732421875e-01 1.354156971418773114e+00 1.889025498059852537e-01
1.000000000000000000e+04 4.109646752476692200e-02 7.571858004666864872e-04 4.285215139389038086e-01 nan 6.856459379196166992e-01 4.285215139389038086e-01 1.354269711702287493e+00 1.843591395181593540e-01
1.100000000000000000e+04 4.123073071241378784e-02 7.152397884055972099e-04 4.131484031677246094e-01 nan 6.489951014518737793e-01 4.131484031677246094e-01 1.354307639790236273e+00 1.793640652026134430e-01
1.200000000000000000e+04 4.139351844787597656e-02 7.099412614479660988e-04 3.983089327812194824e-01 nan 6.129186749458312988e-01 3.983089327812194824e-01 1.354298013552680091e+00 1.743075431349500048e-01
1.300000000000000000e+04 4.160764813423156738e-02 7.128649740479886532e-04 3.842867612838745117e-01 nan 5.794392228126525879e-01 3.842867612838745117e-01 1.354463133195510816e+00 1.694800783391317012e-01
1.400000000000000000e+04 4.191360250115394592e-02 6.898766150698065758e-04 3.710770010948181152e-01 nan 5.500942468643188477e-01 3.710770010948181152e-01 1.354509043483040021e+00 1.651327697559848429e-01
1.500000000000000000e+04 4.220333695411682129e-02 8.801129879429936409e-04 3.586132228374481201e-01 nan 5.317652225494384766e-01 3.586132228374481201e-01 1.354028918697471440e+00 1.623583715125797022e-01
1.600000000000000000e+04 4.272066056728363037e-02 7.940131472423672676e-04 3.467503190040588379e-01 nan 5.068477988243103027e-01 3.467503190040588379e-01 1.354989994973329503e+00 1.585088520720805416e-01
1.700000000000000000e+04 4.326139390468597412e-02 9.380063274875283241e-04 3.350654244422912598e-01 nan 4.961904287338256836e-01 3.350654244422912598e-01 1.354833157445115788e+00 1.568335304343452252e-01
1.800000000000000000e+04 4.402270913124084473e-02 1.095909974537789822e-03 3.231804668903350830e-01 nan 4.876007437705993652e-01 3.231804668903350830e-01 1.354949373558580916e+00 1.554701200373556635e-01
