sigma_y,1,215180.95426104165,158624.91043435677
sigma_y,2,1552.7397945439322,3299.3022995381566
sigma_y,3,237.10075438938966,129.7202523887123
sigma_y,4,139.99417621180237,46.608815972915075
sigma_y,5,108.99153877115025,29.048789938595135
sigma_y,6,98.79047142017674,15.039615706495136
sigma_y,7,93.56408905476914,22.196015129183138
sigma_y,8,94.48908055903244,21.841003337698755
sigma_y,9,101.87853369005371,22.657174053939436
sigma_y,10,107.06469603635637,23.881851136054507
sigma_y,11,99.52646049783269,18.886781055847717


# 256, 128, 64, reg=0.00001, lr=0.0001, epochs=20000
sigma_y,1,8534.283322295043,14574.709526558836
sigma_y,2,1267.4616252548446,2387.2904808125763
sigma_y,3,216.27834781191194,201.4739657345702
sigma_y,4,138.55857326414156,182.1979965193195
sigma_y,5,116.17516776107388,124.41338052031008
sigma_y,6,57.283438910870345,11.082116294690039
sigma_y,7,76.16027581969529,51.92864460272907
sigma_y,8,58.77253583605898,5.800981490360277
sigma_y,9,76.06620589430307,55.18306477729843


# 256, 128, 32, reg=0.00005, lr=0.0001, epochs=10000
sigma_y,1,42923.579338398355,70578.6237966852
sigma_y,2,1510.7768060010808,3234.6440383060976
sigma_y,3,191.37552541070983,175.41903403278872
sigma_y,4,90.62658734197785,53.8414956271686
sigma_y,5,63.70348854461562,16.367363348304316
sigma_y,6,63.67476981419827,20.333348769652833
sigma_y,7,51.18798557129729,8.413593134002879
sigma_y,8,54.94266692408671,7.125888793531373
sigma_y,9,63.7667786451788,35.88465250522562
sigma_y,10,57.49567531403481,4.556550464679417
sigma_y,11,53.24027496944873,5.828779510768889

# 256, 128, 32, reg=0.0001, lr=0.0005, epochs=10000
