# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 7.477249755859375000e+02 7.477249755859375000e+02 1.000000000000000000e+02 5.319996833801269531e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.115096800000000000e+07 5.319996833801269531e+00 4.115096711306707561e+07 4.115096711306707561e+07 4.115096711306707561e+07 7.357502300020085275e+07 7.357502300020085275e+07 7.357502300020085275e+07
1.000000000000000000e+03 2.866386413574218750e+01 2.868870353698730469e+01 1.289601344615221024e-02 4.846199512481689453e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.408867500000000000e+06 4.846199512481689453e+00 4.593316344267072156e+06 1.943983041944645811e+06 2.408867360450604931e+06 7.480163716243304312e+06 2.900925666305285878e+06 3.621605161566140130e+06
2.000000000000000000e+03 2.981661987304687500e+01 3.123878479003906250e+01 5.460510030388832092e-02 4.695023536682128906e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.052470750000000000e+06 4.695023536682128906e+00 1.548132888443565462e+06 1.139030338649567682e+06 1.052470754089496331e+06 2.305665177022303920e+06 1.792908848362789256e+06 1.787072899853386916e+06
3.000000000000000000e+03 2.681311416625976562e+01 2.686933517456054688e+01 2.110740728676319122e-02 4.581007480621337891e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.635705750000000000e+06 4.581007480621337891e+00 1.934437442464818945e+06 3.431171813942712732e+06 3.635705757257501595e+06 2.879333886235111859e+06 5.345115518360258080e+06 5.635012034310294315e+06
4.000000000000000000e+03 2.816681480407714844e+01 2.835784912109375000e+01 1.658248901367187500e-02 4.480109691619873047e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.765645500000000000e+06 4.480109691619873047e+00 4.181499362181290053e+06 5.313133403830651194e+06 5.765645706683750264e+06 6.602281015490915626e+06 8.586124096541121602e+06 9.294044048095235601e+06
5.000000000000000000e+03 2.495520591735839844e+01 2.482212257385253906e+01 1.487233676016330719e-02 4.388225555419921875e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.405732000000000000e+06 4.388225555419921875e+00 6.743620917693971656e+06 7.657967914300475270e+06 8.405731064243031666e+06 1.106293236285404116e+07 1.269296445701129921e+07 1.391474481112117134e+07
6.000000000000000000e+03 2.353453445434570312e+01 2.316341781616210938e+01 5.416591651737689972e-03 4.301533222198486328e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.072879000000000000e+07 4.301533222198486328e+00 9.033734916379544884e+06 9.715215812653992325e+06 1.072879112265848927e+07 1.509127464559220150e+07 1.631734892874781787e+07 1.800499171347193047e+07
7.000000000000000000e+03 2.331259346008300781e+01 2.316571044921875000e+01 3.247958794236183167e-02 4.219678401947021484e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.207190200000000000e+07 4.219678401947021484e+00 1.044434980510119349e+07 1.089496853357556276e+07 1.207190046534643881e+07 1.757253372261927649e+07 1.839176939928686991e+07 2.036465382958215848e+07
8.000000000000000000e+03 2.754215621948242188e+01 2.768933486938476562e+01 3.884774446487426758e-02 4.142867565155029297e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.394853000000000000e+07 4.142867565155029297e+00 1.227030045701624081e+07 1.254738815150359459e+07 1.394853022755573504e+07 2.082218609886791557e+07 2.133520063475402817e+07 2.370492592224945128e+07
9.000000000000000000e+03 2.307972145080566406e+01 2.294839096069335938e+01 5.065910518169403076e-02 4.069931507110595703e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.490226200000000000e+07 4.069931507110595703e+00 1.320903198673207872e+07 1.337516159054645710e+07 1.490226186918851361e+07 2.247240394520843029e+07 2.278948056274693459e+07 2.537851316332710534e+07
1.000000000000000000e+04 2.698611259460449219e+01 2.700866127014160156e+01 7.752247620373964310e-03 4.000235557556152344e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.614318400000000000e+07 4.000235557556152344e+00 1.442248707457076199e+07 1.446744094700935483e+07 1.614318398502918333e+07 2.461778352884373069e+07 2.472026676890794188e+07 2.756963357249544933e+07
1.100000000000000000e+04 2.530004310607910156e+01 2.525719070434570312e+01 2.595838531851768494e-02 3.933606147766113281e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.775005600000000000e+07 3.933606147766113281e+00 1.591725701915282384e+07 1.588211686575486884e+07 1.775005373545093089e+07 2.729345085901404172e+07 2.725372406568391621e+07 3.044504223164956644e+07
1.200000000000000000e+04 2.186900901794433594e+01 2.176601600646972656e+01 1.439988240599632263e-02 3.869846343994140625e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.948334200000000000e+07 3.869846343994140625e+00 1.748145548873418197e+07 1.740671734796348587e+07 1.948334383462175727e+07 3.008495341799456254e+07 2.997496541639084741e+07 3.353717446257268637e+07
1.300000000000000000e+04 2.601726531982421875e+01 2.599653625488281250e+01 3.985919523984193802e-03 3.808886528015136719e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.119656600000000000e+07 3.808886528015136719e+00 1.901295872998424619e+07 1.891076451866921037e+07 2.119656611636659876e+07 3.282951300630218908e+07 3.267037281733915582e+07 3.660591578929320723e+07
1.400000000000000000e+04 2.293388175964355469e+01 2.294937324523925781e+01 2.346967905759811401e-02 3.751531839370727539e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.237007800000000000e+07 3.751531839370727539e+00 2.005018718277393281e+07 1.993412332678939402e+07 2.237007543326800689e+07 3.467923668299920112e+07 3.449528094148023427e+07 3.869743309108804911e+07
1.500000000000000000e+04 2.403341293334960938e+01 2.397887229919433594e+01 4.416451975703239441e-02 3.698228597640991211e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.402366000000000000e+07 3.698228597640991211e+00 2.153408522444460914e+07 2.138310346498794109e+07 2.402366069421758875e+07 3.733515576512530446e+07 3.708822748006153852e+07 4.165528973917044699e+07
1.600000000000000000e+04 2.176242637634277344e+01 2.170554161071777344e+01 1.905788481235504150e-02 3.649269104003906250e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.547780000000000000e+07 3.649269104003906250e+00 2.282468677068007737e+07 2.265154153425007686e+07 2.547779819708923250e+07 3.964153017646118253e+07 3.935457547146398574e+07 4.425221676262131333e+07
1.700000000000000000e+04 2.739620590209960938e+01 2.734815216064453125e+01 2.039539813995361328e-02 3.603839874267578125e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.690524000000000000e+07 3.603839874267578125e+00 2.412968310004319996e+07 2.389526331417438015e+07 2.690523850915258750e+07 4.195824940517487377e+07 4.156184054841326922e+07 4.678498077992500365e+07
1.800000000000000000e+04 2.170354652404785156e+01 2.169045829772949219e+01 2.400202304124832153e-02 3.562020301818847656e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.778549200000000000e+07 3.562020301818847656e+00 2.491178005925589427e+07 2.466403839333228767e+07 2.778548989835785329e+07 4.333185328539784998e+07 4.291178720711737126e+07 4.833077827368845046e+07
1.900000000000000000e+04 2.461394500732421875e+01 2.462002372741699219e+01 2.151997387409210205e-02 3.523499488830566406e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.856606000000000000e+07 3.523499488830566406e+00 2.559264532536865026e+07 2.534822717160104960e+07 2.856606054489564151e+07 4.450295359723132849e+07 4.408917841224303097e+07 4.967433962730917335e+07
2.000000000000000000e+04 2.446153450012207031e+01 2.448783683776855469e+01 2.494027651846408844e-02 3.487890243530273438e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.000500200000000000e+07 3.487890243530273438e+00 2.685217117491381988e+07 2.661676730600002781e+07 3.000500184045943245e+07 4.673213890957177430e+07 4.633407866481864452e+07 5.222064229974314570e+07
2.100000000000000000e+04 2.185110473632812500e+01 2.186310958862304688e+01 8.621963113546371460e-02 3.455520868301391602e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.094096400000000000e+07 3.455520868301391602e+00 2.766313531287135184e+07 2.743792051985587552e+07 3.094096658126650006e+07 4.813555627246807516e+07 4.775591795472006500e+07 5.384145384755013883e+07
2.200000000000000000e+04 2.246720314025878906e+01 2.243536186218261719e+01 9.355931542813777924e-03 3.425846576690673828e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.195899000000000000e+07 3.425846576690673828e+00 2.858528958807644621e+07 2.833037177163903043e+07 3.195899169269472733e+07 4.974374184377925098e+07 4.931138607884152979e+07 5.561602825907068700e+07
2.300000000000000000e+04 2.069371986389160156e+01 2.060764503479003906e+01 4.869609326124191284e-02 3.396969318389892578e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.263795200000000000e+07 3.396969318389892578e+00 2.925634509286749363e+07 2.893742418573028222e+07 3.263795022481172904e+07 5.091549800986366719e+07 5.036938238245850056e+07 5.680001489158407599e+07
2.400000000000000000e+04 2.302133560180664062e+01 2.299705314636230469e+01 3.243966028094291687e-02 3.369554281234741211e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.356615200000000000e+07 3.369554281234741211e+00 3.009938669466135278e+07 2.977809319893133640e+07 3.356615320618687570e+07 5.244512445785723627e+07 5.189451399523396045e+07 5.848618189146524668e+07
2.500000000000000000e+04 2.409280776977539062e+01 2.410035514831542969e+01 1.579063013195991516e-02 3.343268394470214844e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.421021600000000000e+07 3.343268394470214844e+00 3.068962954028476030e+07 3.037554280018450692e+07 3.421021720768717676e+07 5.348731823440092802e+07 5.294964932668703049e+07 5.962488802106639743e+07
2.600000000000000000e+04 1.966499519348144531e+01 1.963092613220214844e+01 3.174761682748794556e-02 3.318280935287475586e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.457015200000000000e+07 3.318280935287475586e+00 3.101118178033743799e+07 3.072551813793212548e+07 3.457015581608651578e+07 5.403606121665353328e+07 5.354928924606755376e+07 6.024091185308111459e+07
2.700000000000000000e+04 2.511652374267578125e+01 2.501317787170410156e+01 1.324869040399789810e-02 3.294294118881225586e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.458808000000000000e+07 3.294294118881225586e+00 3.111296550141971931e+07 3.077138877395680919e+07 3.458807975717584044e+07 5.419420909171496332e+07 5.360801233297564834e+07 6.024896538144333661e+07
2.800000000000000000e+04 2.428693199157714844e+01 2.425506782531738281e+01 7.718976121395826340e-03 3.272448062896728516e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.584244800000000000e+07 3.272448062896728516e+00 3.226758731266007572e+07 3.191099991697841138e+07 3.584244541968639940e+07 5.627128133604101837e+07 5.565805106402374804e+07 6.250766321052351594e+07
2.900000000000000000e+04 2.416665267944335938e+01 2.408746910095214844e+01 4.695932194590568542e-02 3.251628875732421875e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.605627600000000000e+07 3.251628875732421875e+00 3.249702771712525934e+07 3.213322040199857578e+07 3.605627192246884853e+07 5.666171902823859453e+07 5.603577974732360989e+07 6.287019783889880776e+07
3.000000000000000000e+04 2.240903091430664062e+01 2.237750625610351562e+01 3.971945494413375854e-02 3.231777906417846680e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.719590800000000000e+07 3.231777906417846680e+00 3.352409589103058726e+07 3.318468285009239241e+07 3.719590608969762176e+07 5.850701410375521332e+07 5.792409791712696105e+07 6.491939935488544405e+07
