# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 5.364504456520080566e-01 2.182856321334838867e+00 2.382904529571533203e+00 1.920596212148666382e-01 nan nan 2.232230901718139648e+00 1.920596212148666382e-01 9.739847514644557336e-01 1.425276971861847652e+00 1.578649118742094570e+00
1.000000000000000000e+03 4.720947444438934326e-01 1.810117661952972412e-01 1.342990696430206299e-01 1.650220155715942383e-01 nan nan 1.325803548097610474e-01 1.650220155715942383e-01 1.035666797365166536e+00 6.433597542441712447e-01 3.847296398406456208e-01
2.000000000000000000e+03 4.735818207263946533e-01 1.357170045375823975e-01 1.303438246250152588e-01 1.340538710355758667e-01 nan nan 1.329505443572998047e-01 1.340538710355758667e-01 1.049923187238513078e+00 6.035036377220981407e-01 3.852663785441796107e-01
3.000000000000000000e+03 4.744186699390411377e-01 1.294400244951248169e-01 1.277129054069519043e-01 1.123296022415161133e-01 nan nan 1.300415992736816406e-01 1.123296022415161133e-01 1.050098578895804602e+00 6.070690050575620056e-01 3.810282592106413180e-01
4.000000000000000000e+03 4.747522473335266113e-01 1.274911463260650635e-01 1.266316026449203491e-01 9.615907073020935059e-02 nan nan 1.291228085756301880e-01 9.615907073020935059e-02 1.049830735043701502e+00 6.151574204804866053e-01 3.796798410167954163e-01
5.000000000000000000e+03 4.740891456604003906e-01 1.256246566772460938e-01 1.254027187824249268e-01 8.308885991573333740e-02 nan nan 1.275603175163269043e-01 8.308885991573333740e-02 1.048376312337991889e+00 6.034646523351849812e-01 3.773755996804961654e-01
6.000000000000000000e+03 4.722347557544708252e-01 1.255115717649459839e-01 1.239178851246833801e-01 7.229250669479370117e-02 nan nan 1.260158866643905640e-01 7.229250669479370117e-02 1.047540691778162447e+00 6.004593283061951947e-01 3.750841208155841766e-01
7.000000000000000000e+03 4.687696397304534912e-01 1.253530532121658325e-01 1.233312711119651794e-01 6.366600096225738525e-02 nan nan 1.259628683328628540e-01 6.366600096225738525e-02 1.048886602615626495e+00 6.112328036457468361e-01 3.750052091390216891e-01
8.000000000000000000e+03 4.641440510749816895e-01 1.251855641603469849e-01 1.230141445994377136e-01 5.694589018821716309e-02 nan nan 1.257834136486053467e-01 5.694589018821716309e-02 1.045247509623286053e+00 5.926187013828003725e-01 3.747380004894054761e-01
9.000000000000000000e+03 4.613466262817382812e-01 1.249633803963661194e-01 1.228328421711921692e-01 5.107891559600830078e-02 nan nan 1.257645636796951294e-01 5.107891559600830078e-02 1.042648528241153505e+00 5.925350683019274811e-01 3.747099193985676258e-01
1.000000000000000000e+04 4.593358039855957031e-01 1.248105987906455994e-01 1.225394085049629211e-01 4.621181637048721313e-02 nan nan 1.255724877119064331e-01 4.621181637048721313e-02 1.040283435669710377e+00 5.919875010873304477e-01 3.744236784267508389e-01
1.100000000000000000e+04 4.577322006225585938e-01 1.241865605115890503e-01 1.222475171089172363e-01 4.219797253608703613e-02 nan nan 1.252171099185943604e-01 4.219797253608703613e-02 1.038737756982429428e+00 5.919869475976022866e-01 3.738934458822514850e-01
1.200000000000000000e+04 4.560667276382446289e-01 1.238282993435859680e-01 1.219419166445732117e-01 3.893118351697921753e-02 nan nan 1.248759850859642029e-01 3.893118351697921753e-02 1.037740435329061128e+00 5.968977647509694506e-01 3.733838171881062595e-01
1.300000000000000000e+04 4.539670348167419434e-01 1.234418228268623352e-01 1.215494275093078613e-01 3.598323836922645569e-02 nan nan 1.245063617825508118e-01 3.598323836922645569e-02 1.036383758150990930e+00 5.972403456555440693e-01 3.728308051309207616e-01
1.400000000000000000e+04 4.304087162017822266e-01 1.249840855598449707e-01 1.211441904306411743e-01 3.388385102152824402e-02 nan nan 1.240960061550140381e-01 3.388385102152824402e-02 1.030674062580249517e+00 5.915521171377259302e-01 3.722159055039881426e-01
1.500000000000000000e+04 2.599150538444519043e-01 1.340269297361373901e-01 7.061676681041717529e-02 3.581778705120086670e-02 nan nan 8.856040239334106445e-02 3.581778705120086670e-02 1.067650218924499406e+00 5.502419597921445193e-01 3.144385954215002110e-01
1.600000000000000000e+04 2.243613600730895996e-01 9.981083869934082031e-02 2.055489830672740936e-02 3.661474585533142090e-02 nan nan 6.384674459695816040e-02 3.661474585533142090e-02 1.080749209790029974e+00 5.222784906879990308e-01 2.669841142123972055e-01
1.700000000000000000e+04 1.924966722726821899e-01 8.142455667257308960e-02 1.061896979808807373e-02 3.672358021140098572e-02 nan nan 7.017780840396881104e-02 3.672358021140098572e-02 1.108383103890444588e+00 5.199733966438147004e-01 2.799084087305155899e-01
1.800000000000000000e+04 1.485393941402435303e-01 7.676023989915847778e-02 7.992287166416645050e-03 3.774004429578781128e-02 nan nan 7.886268198490142822e-02 3.774004429578781128e-02 1.117557429024653715e+00 5.323291023064036231e-01 2.967234096908450969e-01
1.900000000000000000e+04 1.141003146767616272e-01 7.467314600944519043e-02 6.529083475470542908e-03 3.827203437685966492e-02 nan nan 8.018952608108520508e-02 3.827203437685966492e-02 1.140684697910528733e+00 5.265245679987731187e-01 2.992091557316055583e-01
2.000000000000000000e+04 9.972904622554779053e-02 7.270301878452301025e-02 1.326217781752347946e-02 3.766046091914176941e-02 nan nan 8.960841596126556396e-02 3.766046091914176941e-02 1.156775841882596634e+00 5.263431284593154125e-01 3.162936270571348185e-01
2.100000000000000000e+04 8.880520612001419067e-02 7.367953658103942871e-02 1.115045603364706039e-02 3.706872090697288513e-02 nan nan 9.360560029745101929e-02 3.706872090697288513e-02 1.171113474090302642e+00 5.317583036310609135e-01 3.232711639878977916e-01
2.200000000000000000e+04 8.072751760482788086e-02 7.504598051309585571e-02 9.420545771718025208e-03 3.676128387451171875e-02 nan nan 9.257833659648895264e-02 3.676128387451171875e-02 1.184927745989338144e+00 5.373906992030268448e-01 3.214924100354880632e-01
2.300000000000000000e+04 8.027507364749908447e-02 7.399989664554595947e-02 1.221196446567773819e-02 3.674636036157608032e-02 nan nan 8.537261933088302612e-02 3.674636036157608032e-02 1.189411632239009142e+00 5.401253582690702659e-01 3.087275299713938548e-01
2.400000000000000000e+04 7.477984577417373657e-02 7.501573115587234497e-02 1.073718909174203873e-02 3.690996766090393066e-02 nan nan 8.274527639150619507e-02 3.690996766090393066e-02 1.195973027076307815e+00 5.495979273387627817e-01 3.039398437246318418e-01
2.500000000000000000e+04 6.666377931833267212e-02 8.249082416296005249e-02 1.093325763940811157e-02 3.697144240140914917e-02 nan nan 8.445250242948532104e-02 3.697144240140914917e-02 1.203443983876385071e+00 5.593013881254746966e-01 3.070593222991874205e-01
2.600000000000000000e+04 5.433785915374755859e-02 8.077069371938705444e-02 1.983471401035785675e-02 3.735161572694778442e-02 nan nan 8.375156670808792114e-02 3.735161572694778442e-02 1.211633709990793895e+00 5.520725710355077753e-01 3.057824043116144641e-01
2.700000000000000000e+04 4.178349673748016357e-02 8.429385721683502197e-02 1.485398970544338226e-02 3.755205124616622925e-02 nan nan 8.873055130243301392e-02 3.755205124616622925e-02 1.228305688392639761e+00 5.537245520562905643e-01 3.147405135120612263e-01
2.800000000000000000e+04 4.451631382107734680e-02 7.786653935909271240e-02 1.015107613056898117e-02 3.755351528525352478e-02 nan nan 8.066734671592712402e-02 3.755351528525352478e-02 1.239595951520534145e+00 5.520935998440898995e-01 3.000992479442689542e-01
2.900000000000000000e+04 4.607311636209487915e-02 6.837433576583862305e-02 6.837738212198019028e-03 3.781789913773536682e-02 nan nan 7.505378127098083496e-02 3.781789913773536682e-02 1.247195005680240998e+00 5.339339248590149190e-01 2.894691930153953652e-01
3.000000000000000000e+04 4.817316308617591858e-02 6.069219857454299927e-02 8.188668638467788696e-03 3.760353848338127136e-02 nan nan 6.756529957056045532e-02 3.760353848338127136e-02 1.255755137361384000e+00 5.261789879210229115e-01 2.746489117655232515e-01
3.100000000000000000e+04 4.760082811117172241e-02 5.848154053092002869e-02 5.600577220320701599e-03 3.708000853657722473e-02 nan nan 6.219949945807456970e-02 3.708000853657722473e-02 1.254677400922173280e+00 5.285826941348460428e-01 2.635175180972961773e-01
3.200000000000000000e+04 5.019608885049819946e-02 5.609843134880065918e-02 1.077198795974254608e-02 3.682438284158706665e-02 nan nan 6.152489781379699707e-02 3.682438284158706665e-02 1.249920073380733632e+00 5.182494467554881190e-01 2.620845884634275258e-01
3.300000000000000000e+04 2.358158677816390991e-02 9.395542740821838379e-02 5.918639246374368668e-03 3.689215332269668579e-02 nan nan 5.482238158583641052e-02 3.689215332269668579e-02 1.277092222705355828e+00 5.629846163782087354e-01 2.473973202223752332e-01
3.400000000000000000e+04 2.343655750155448914e-02 8.636054396629333496e-02 5.862402729690074921e-03 3.683151304721832275e-02 nan nan 5.652926117181777954e-02 3.683151304721832275e-02 1.264434073557030747e+00 5.565205276757118069e-01 2.512191129012653623e-01
3.500000000000000000e+04 2.265879884362220764e-02 7.877397537231445312e-02 5.552249494940042496e-03 3.708303719758987427e-02 nan nan 7.952496409416198730e-02 3.708303719758987427e-02 1.267308869789126158e+00 5.445371117196942112e-01 2.979667415207550851e-01
3.600000000000000000e+04 2.314545400440692902e-02 7.520907372236251831e-02 6.012147292494773865e-03 3.696726262569427490e-02 nan nan 8.492792397737503052e-02 3.696726262569427490e-02 1.262971962634748424e+00 5.294004788690604979e-01 3.079224092071949914e-01
3.700000000000000000e+04 2.461095899343490601e-02 7.352443039417266846e-02 4.716164432466030121e-03 3.685673698782920837e-02 nan nan 8.443884551525115967e-02 3.685673698782920837e-02 1.258604711909042662e+00 5.321924277048680763e-01 3.070344887640279463e-01
3.800000000000000000e+04 2.326530590653419495e-02 7.457830756902694702e-02 8.583287708461284637e-03 3.682482987642288208e-02 nan nan 8.857268095016479492e-02 3.682482987642288208e-02 1.260324356235405840e+00 5.319152123442305591e-01 3.144603683447468323e-01
