# x, y
-1.400435401513090428e+00 -1.366852201431589142e+00 1.575608158433324579e+00 2.999999999999999889e-02 0.000000000000000000e+00
-1.390433072450722340e+00 -1.386948147870676218e+00 1.446406198040969482e+00 2.999999999999999889e-02 0.000000000000000000e+00
-1.366588166359501200e+00 -1.409163819950656649e+00 1.036507254895648877e+00 2.999999999999999889e-02 0.000000000000000000e+00
-1.333875168795059851e+00 -1.420899284253034578e+00 3.760339239261338840e-01 2.999999999999999889e-02 0.000000000000000000e+00
-1.335355470809929557e+00 -1.390228393694852294e+00 7.217842906785854051e-01 1.000000000000000056e-01 0.000000000000000000e+00
-1.325487298881761866e+00 -1.401300703606783049e+00 5.263168686215694558e-01 1.000000000000000056e-01 0.000000000000000000e+00
-1.301364931444808137e+00 -1.419158503978110719e+00 -1.859881347347187158e-02 1.000000000000000056e-01 0.000000000000000000e+00
-1.273478541685801879e+00 -1.428146614377207246e+00 -7.190066533513334024e-01 1.000000000000000056e-01 0.000000000000000000e+00
-1.250214475005152703e+00 -1.419454555045274624e+00 -8.324717547192309608e-01 2.999999999999999889e-01 0.000000000000000000e+00
-1.242073576179814065e+00 -1.427625564498998800e+00 -1.074789336330969736e+00 2.999999999999999889e-01 0.000000000000000000e+00
-1.224480697444906285e+00 -1.431758437396607242e+00 -1.615972750548579251e+00 2.999999999999999889e-01 0.000000000000000000e+00
-1.175025499337418733e+00 -6.607585642029522033e-01 1.457001430921861296e+00 2.000000000000000111e-01 0.000000000000000000e+00
-1.121698038492785043e+00 -7.326989735237848800e-01 1.282258647337383817e+00 2.000000000000000111e-01 0.000000000000000000e+00
-9.987155837661810809e-01 -8.367550026105596839e-01 8.371890241888796380e-01 2.000000000000000111e-01 0.000000000000000000e+00
-8.382148668501425703e-01 -9.231663880943647982e-01 1.560840493323209788e-01 2.000000000000000111e-01 0.000000000000000000e+00
-8.434134558004056093e-01 -7.812158224106081628e-01 5.578805332626122215e-01 5.999999999999999778e-01 0.000000000000000000e+00
-7.949491910705340780e-01 -8.341971213902633631e-01 3.174708107715093486e-01 5.999999999999999778e-01 0.000000000000000000e+00
