# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.415449523925781250e+02 1.047293777465820312e+02 2.690153837203979492e+00 0.000000000000000000e+00 4.217091064453125000e+02 2.690153837203979492e+00 4.217090854387790841e+02 4.217090854387790841e+02 7.240771919885901298e+02 7.240771919885901298e+02
1.000000000000000000e+03 3.200703048706054688e+01 1.910528838634490967e-01 2.690360307693481445e+00 0.000000000000000000e+00 2.576467132568359375e+01 2.690360307693481445e+00 2.440537361239767478e+01 2.576467189300806382e+01 1.553437703693085403e+01 1.496910576381559110e+01
2.000000000000000000e+03 3.046188354492187500e+01 4.431240260601043701e-02 2.684426307678222656e+00 0.000000000000000000e+00 2.353633880615234375e+01 2.684426307678222656e+00 2.329079855910405783e+01 2.353633925407325123e+01 1.675512513852326180e+01 1.832154241190618293e+01
3.000000000000000000e+03 2.771535682678222656e+01 3.777193725109100342e-01 2.679616451263427734e+00 0.000000000000000000e+00 2.080018997192382812e+01 2.679616451263427734e+00 1.989998152987886471e+01 2.080018993434237373e+01 1.551655861212407750e+01 1.614333580250671929e+01
4.000000000000000000e+03 2.753462219238281250e+01 1.865441910922527313e-02 2.674559354782104492e+00 0.000000000000000000e+00 2.187282943725585938e+01 2.674559354782104492e+00 1.814770587542832203e+01 2.187282771951063509e+01 1.446885847563552296e+01 1.372145945765152852e+01
5.000000000000000000e+03 2.630400848388671875e+01 5.693348497152328491e-02 2.669448137283325195e+00 0.000000000000000000e+00 2.048715591430664062e+01 2.669448137283325195e+00 1.907526636812890786e+01 2.048715809157952350e+01 1.366889293621997936e+01 1.351200259526952685e+01
6.000000000000000000e+03 2.888827133178710938e+01 1.690475344657897949e-01 2.665115594863891602e+00 0.000000000000000000e+00 2.480224609375000000e+01 2.665115594863891602e+00 2.007195734139873622e+01 2.480224642789804435e+01 1.538183534572639921e+01 1.638529611703210520e+01
7.000000000000000000e+03 2.629088211059570312e+01 3.729661107063293457e-01 2.661155223846435547e+00 0.000000000000000000e+00 2.501480102539062500e+01 2.661155223846435547e+00 1.974974361803876732e+01 2.501480192475990094e+01 1.339694057743708200e+01 1.410151460733524509e+01
8.000000000000000000e+03 2.856699562072753906e+01 9.692471474409103394e-02 2.657497882843017578e+00 0.000000000000000000e+00 2.626082229614257812e+01 2.657497882843017578e+00 2.042148024263370232e+01 2.626082324438952753e+01 1.642691718894087316e+01 1.895074502150774620e+01
9.000000000000000000e+03 2.574129867553710938e+01 3.091594874858856201e-01 2.653984308242797852e+00 0.000000000000000000e+00 2.456622314453125000e+01 2.653984308242797852e+00 1.818162845235063330e+01 2.456622257206615600e+01 1.332827996882327604e+01 1.363378377838868794e+01
1.000000000000000000e+04 2.607762336730957031e+01 1.107606142759323120e-01 2.650789976119995117e+00 0.000000000000000000e+00 2.144276618957519531e+01 2.650789976119995117e+00 1.975493621106303621e+01 2.144276274570427177e+01 1.330526335283833816e+01 1.107617745407399745e+01
1.100000000000000000e+04 2.436185455322265625e+01 2.558460086584091187e-02 2.647889375686645508e+00 0.000000000000000000e+00 2.312306404113769531e+01 2.647889375686645508e+00 1.737717872336047620e+01 2.312306264995805805e+01 1.324403295617994125e+01 1.071566690176230630e+01
1.200000000000000000e+04 2.439236259460449219e+01 4.659772813320159912e-01 2.645204305648803711e+00 0.000000000000000000e+00 2.304356956481933594e+01 2.645204305648803711e+00 1.552806136667506820e+01 2.304356884889418922e+01 1.399809349978634287e+01 1.233975919189825809e+01
1.300000000000000000e+04 2.500960350036621094e+01 1.815626174211502075e-01 2.642678499221801758e+00 0.000000000000000000e+00 2.600679779052734375e+01 2.642678499221801758e+00 1.744822361410669131e+01 2.600679817625309909e+01 1.317756627111164747e+01 1.490145747417127531e+01
1.400000000000000000e+04 2.355211067199707031e+01 3.401333391666412354e-01 2.640116214752197266e+00 0.000000000000000000e+00 2.387274932861328125e+01 2.640116214752197266e+00 1.602737752243779568e+01 2.387274645704068732e+01 1.348039030162332175e+01 1.176054010544223871e+01
1.500000000000000000e+04 3.015028572082519531e+01 5.506641045212745667e-02 2.637629270553588867e+00 0.000000000000000000e+00 3.172012519836425781e+01 2.637629270553588867e+00 2.369318668418241458e+01 3.172012469136807766e+01 1.912752154504694957e+01 2.976228347564952159e+01
1.600000000000000000e+04 2.803296470642089844e+01 1.780893802642822266e-01 2.635152816772460938e+00 0.000000000000000000e+00 3.162066650390625000e+01 2.635152816772460938e+00 2.169845484810346292e+01 3.162066800752714002e+01 1.695060897234323605e+01 2.647204674084562015e+01
1.700000000000000000e+04 2.513868522644042969e+01 1.131494864821434021e-01 2.632730722427368164e+00 0.000000000000000000e+00 2.466129302978515625e+01 2.632730722427368164e+00 1.959122815626117387e+01 2.466129112558127190e+01 1.247919137675977197e+01 1.042249574756052155e+01
1.800000000000000000e+04 2.302242469787597656e+01 4.211920127272605896e-02 2.630608797073364258e+00 0.000000000000000000e+00 2.617152786254882812e+01 2.630608797073364258e+00 1.629029671842596372e+01 2.617152639683030202e+01 1.322221924574447982e+01 1.349739074369342795e+01
1.900000000000000000e+04 2.405765914916992188e+01 1.127825900912284851e-01 2.628819465637207031e+00 0.000000000000000000e+00 2.672489166259765625e+01 2.628819465637207031e+00 1.815243683951834086e+01 2.672489019243562325e+01 1.207756714118316133e+01 1.358107486124631080e+01
2.000000000000000000e+04 2.425359725952148438e+01 1.224196255207061768e-01 2.627243518829345703e+00 0.000000000000000000e+00 2.942621612548828125e+01 2.627243518829345703e+00 1.683210603596366894e+01 2.942621480619329333e+01 1.268972553827747340e+01 1.870731296564200363e+01
2.100000000000000000e+04 2.366589546203613281e+01 1.836253702640533447e-01 2.626019001007080078e+00 0.000000000000000000e+00 3.011457633972167969e+01 2.626019001007080078e+00 1.689130113029072078e+01 3.011457770404513212e+01 1.260759166783781282e+01 1.950872791251671501e+01
2.200000000000000000e+04 2.357344245910644531e+01 2.597513794898986816e-01 2.624894618988037109e+00 0.000000000000000000e+00 3.085105705261230469e+01 2.624894618988037109e+00 1.697880018469557584e+01 3.085105749348294424e+01 1.224642636206379187e+01 1.994014126604096759e+01
2.300000000000000000e+04 2.284037590026855469e+01 7.894700765609741211e-02 2.623827457427978516e+00 0.000000000000000000e+00 3.042855644226074219e+01 2.623827457427978516e+00 1.595076152735787289e+01 3.042855639532116641e+01 1.284336775190896596e+01 1.958004347397703881e+01
2.400000000000000000e+04 2.291588973999023438e+01 2.509867250919342041e-01 2.622780323028564453e+00 0.000000000000000000e+00 3.215134048461914062e+01 2.622780323028564453e+00 1.698288406002708584e+01 3.215134080427223751e+01 1.233189024464205907e+01 2.184251032835047468e+01
2.500000000000000000e+04 2.421000671386718750e+01 2.299841940402984619e-01 2.621696710586547852e+00 0.000000000000000000e+00 3.356482696533203125e+01 2.621696710586547852e+00 1.768426186874868122e+01 3.356482920009245419e+01 1.222968649014107356e+01 2.550497313520059350e+01
2.600000000000000000e+04 2.383776283264160156e+01 1.744449138641357422e-01 2.620562076568603516e+00 0.000000000000000000e+00 2.986944198608398438e+01 2.620562076568603516e+00 1.851507933985257992e+01 2.986944004345412651e+01 1.154421441999401488e+01 1.723760838825574382e+01
2.700000000000000000e+04 2.233621025085449219e+01 6.422240287065505981e-02 2.619281053543090820e+00 0.000000000000000000e+00 3.258716201782226562e+01 2.619281053543090820e+00 1.554080794445270186e+01 3.258716260893938710e+01 1.265443183355152534e+01 2.290298061153525211e+01
2.800000000000000000e+04 2.222268104553222656e+01 1.056404337286949158e-01 2.618025779724121094e+00 0.000000000000000000e+00 3.375132751464843750e+01 2.618025779724121094e+00 1.604440386455014078e+01 3.375132601482221872e+01 1.231559387188727861e+01 2.435394583139735758e+01
2.900000000000000000e+04 2.261114883422851562e+01 4.027658607810735703e-03 2.616990327835083008e+00 0.000000000000000000e+00 3.277801513671875000e+01 2.616990327835083008e+00 1.704040777324527056e+01 3.277801529778690082e+01 1.174393871429521674e+01 2.173876614556249010e+01
3.000000000000000000e+04 2.232506942749023438e+01 2.103351056575775146e-01 2.616251707077026367e+00 0.000000000000000000e+00 3.170277786254882812e+01 2.616251707077026367e+00 1.602128307635711479e+01 3.170277771470745165e+01 1.202114094588042548e+01 2.123994347593460219e+01
